name ra dec discovery_date 2d_probability dl dl_err mpc mpc_ra mpc_dec gaia gaia_ra gaia_dec ps1dr2 ps1dr2_ra ps1dr2_dec asassn asassn_ra asassn_dec dm dm_err mw_ebv g_absmag g_absmag_err g_absmag_date g_var g_var_err gp_absmag gp_absmag_err gp_absmag_date gp_var gp_var_err i_absmag i_absmag_err i_absmag_date i_var i_var_err ip_absmag ip_absmag_err ip_absmag_date ip_var ip_var_err orange-ATLAS_absmag orange-ATLAS_absmag_err orange-ATLAS_absmag_date orange-ATLAS_var orange-ATLAS_var_err r_absmag r_absmag_err r_absmag_date r_var r_var_err rp_absmag rp_absmag_err rp_absmag_date rp_var rp_var_err u_absmag u_absmag_err u_absmag_date u_var u_var_err up_absmag up_absmag_err up_absmag_date up_var up_var_err w_absmag w_absmag_err w_absmag_date w_var w_var_err z_absmag z_absmag_err z_absmag_date z_var z_var_err classification spec_ra spec_dec spec_z spec_z_err ps1strm_ra ps1strm_dec ps1strm_z ps1strm_z_err 2mpz_ra 2mpz_dec 2mpz_z 2mpz_z_err legacy_ra legacy_dec legacy_z legacy_z_err mpc_mask gaia_mask ps1dr2_mask asassn_mask time_mask prob_mask class_mask spec_mask ps1strm_mask 2mpz_mask legacy_mask use_redshift redshift_mask
2019fsh 255.783245833333 26.1229888888889 "2019-05-07 13:23:31" 0.9310189678014009 46.75630889973392 12.277853015781071 -- nan nan -- nan nan -- nan nan -- nan nan 38.67289892267404 4.916360532337813 0.039324868470430374 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 nan nan nan nan nan nan nan nan nan nan nan nan 255.78328051540578 26.122920407148214 0.11319060623645782 0.25621822476387024 False False False False False False False False False False False legacy False
2019fsg 204.832991666667 41.0810916666667 "2019-05-08 08:38:24" 0.7215566428423328 133.04283734522616 24.849250971996767 -- nan nan -- nan nan -- nan nan -- nan nan 35.61995749157427 0.4055795395181411 0.006967599503695965 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan False False False False False False False False False False False -- False
2019fsf 233.382704166667 23.5167611111111 "2019-05-07 08:29:45" 0.8896484658647961 117.46151392710425 49.297513620988944 -- nan nan -- nan nan -- nan nan -- nan nan 35.34947797018795 0.9113467630259678 0.044695738703012466 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan False False False False False False False False False False False -- False
2019fsd 254.126308333333 31.3230305555556 "2019-05-07 13:22:04" 0.9467818992130658 136.24982537458584 35.72131746273629 -- nan nan -- nan nan -- nan nan -- nan nan 37.772152142053024 4.612519679373227 0.030557915568351746 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 nan nan nan nan nan nan nan nan nan nan nan nan 254.1216098774503 31.329786223351537 0.07661028206348419 0.16269303858280182 False False False False False False False False False False False legacy False
2019fsc 255.823458333333 9.95335 "2019-05-07 10:52:19" 0.8013236725003268 39.08491689029655 6.947176508078508 -- nan nan -- nan nan -- nan nan -- nan nan 32.37136322639615 8.90221387523997 0.1127568855881691 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 nan nan nan nan nan nan nan nan nan nan nan nan 255.8258570252678 9.949227250931086 0.006699970457702875 0.027465611696243286 False False False False False False False False False False False legacy False
2019fsa 241.184575 28.5622222222222 "2019-05-07 13:09:07" 0.6674992847459817 110.65709723347783 49.1017514272235 -- nan nan -- nan nan -- nan nan -- nan nan 39.14694715161551 2.254908806703665 0.037769000977277756 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 nan nan nan nan nan nan nan nan nan nan nan nan 241.18515644152944 28.562128915273856 0.13853952288627625 0.14372123777866364 False False False False False False False False False False False legacy False
2019frg 208.202104166667 42.7888611111111 "2019-05-08 08:36:57" 0.6679903659800849 102.24539742585415 27.721520768036967 -- nan nan -- nan nan -- nan nan -- nan nan 35.04821883681778 0.5887453876724749 0.008464561775326729 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan False False False False False False False False False False False -- False
2019fqs 272.177522710567 37.0480087107509 "2019-05-03 00:00:00" 0.7303027238506934 180.07196974111363 52.58875383248657 -- nan nan -- nan nan -- nan nan -- nan nan 36.277230575919575 0.6341631439158102 0.042306918650865555 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan False False False False False False False False False False False -- False
2019fol 206.072804166667 39.5692055555556 "2019-05-08 08:36:57" 0.6958602570940409 184.32606348971913 58.78921462242889 -- nan nan -- nan nan -- nan nan -- nan nan 36.32793374146334 0.6925723418474412 0.008819676004350185 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan False False False False False False False False False False False -- False
2019fog 202.304475 38.675725 "2019-05-08 08:31:12" 0.6459320764334706 172.1008445201643 43.96495473841169 -- nan nan -- nan nan -- nan nan -- nan nan 36.17891500734807 0.5547251581588996 0.007610400207340717 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan False False False False False False False False False False False -- False
